Id,Result,Aspect.Instrument.Name,Aspect.Name,Value
134557,1557511,DMS_AdviaCentaur_2,DOSE,1.390
134558,1557510,DMS_AdviaCentaur_2,DOSE,2.850
134559,1557512,DMS_AdviaCentaur_2,DOSE,2.454
134560,1557191,DMS_AdviaCentaur_3,DOSE,10.200
134561,1557516,DMS_AdviaCentaur_2,DOSE,1.000
134562,1557187,DMS_AdviaCentaur_3,DOSE,10.610
134563,1557514,DMS_AdviaCentaur_2,DOSE,< 28.0
134564,1557515,DMS_AdviaCentaur_2,DOSE,2.490
134565,1557003,DMS_AdviaCentaur_3,DOSE,5.500
134566,1557513,DMS_AdviaCentaur_2,DOSE,1.504
134567,1557520,DMS_AdviaCentaur_2,DOSE,1.040
134568,1557518,DMS_AdviaCentaur_2,DOSE,< 28.0
134569,1557533,DMS_AdviaCentaur_3,DOSE,47.540
134570,1557519,DMS_AdviaCentaur_2,DOSE,2.860
134571,1557517,DMS_AdviaCentaur_2,DOSE,1.787
134572,1557522,DMS_AdviaCentaur_2,DOSE,1.220
134573,1557521,DMS_AdviaCentaur_2,DOSE,3.230
134574,1557523,DMS_AdviaCentaur_2,DOSE,0.837
134575,1557565,DMS_AdviaCentaur_3,DOSE,93.730
134576,1557530,DMS_AdviaCentaur_2,DOSE,1.210
134577,1557529,DMS_AdviaCentaur_2,DOSE,4.140
134578,1557566,DMS_AdviaCentaur_3,DOSE,4.530
134579,1557040,DMS_AdviaCentaur_3,DOSE,6.600
134580,1557531,DMS_AdviaCentaur_2,DOSE,3.844
134581,1557564,DMS_AdviaCentaur_3,DOSE,0.270
134582,1557534,DMS_AdviaCentaur_2,DOSE,1.100
134583,1557537,DMS_AdviaCentaur_2,DOSE,< 28.0
134584,1557573,DMS_AdviaCentaur_3,DOSE,10.220
134585,1557575,DMS_AdviaCentaur_3,DOSE,10.750
134586,1557577,DMS_AdviaCentaur_3,DOSE,0.369
134587,1557536,DMS_AdviaCentaur_2,DOSE,< 15.0
134588,1557538,DMS_AdviaCentaur_2,DOSE,3.040
134589,1557576,DMS_AdviaCentaur_3,DOSE,1.300
134590,1557578,DMS_AdviaCentaur_3,DOSE,> 150.000
134591,1557535,DMS_AdviaCentaur_2,DOSE,4.766
134592,1557581,DMS_AdviaCentaur_3,DOSE,1.006
134593,1557542,DMS_AdviaCentaur_2,DOSE,1.140
134594,1557580,DMS_AdviaCentaur_3,DOSE,2.818
134595,1557579,DMS_AdviaCentaur_3,DOSE,2.180
134596,1557540,DMS_AdviaCentaur_2,DOSE,46.400
134597,1557583,DMS_AdviaCentaur_3,DOSE,1.184
134598,1557541,DMS_AdviaCentaur_2,DOSE,3.440
134599,1557144,DMS_AdviaCentaur_3,DOSE,14.600
134600,1557539,DMS_AdviaCentaur_2,DOSE,0.990
134601,1557582,DMS_AdviaCentaur_3,DOSE,3.061
134602,1557561,DMS_AdviaCentaur_2,DOSE,1.050
134603,1557584,DMS_AdviaCentaur_3,DOSE,1.464
134604,1557559,DMS_AdviaCentaur_2,DOSE,< 28.0
134605,1557343,DMS_AdviaCentaur_3,DOSE,> 600.0
134606,1557560,DMS_AdviaCentaur_2,DOSE,2.970
134607,1557590,DMS_AdviaCentaur_3,DOSE,63.150
134608,1557558,DMS_AdviaCentaur_2,DOSE,4.770
134609,1557592,DMS_AdviaCentaur_2,DOSE,1.100
134610,1557591,DMS_AdviaCentaur_2,DOSE,2.680
134611,1557624,DMS_AdviaCentaur_3,DOSE,81.260
134612,1557593,DMS_AdviaCentaur_2,DOSE,2.319
134613,1557598,DMS_AdviaCentaur_2,DOSE,1.270
134614,1557636,DMS_AdviaCentaur_3,DOSE,19.500
134615,1557186,DMS_AdviaCentaur_3,DOSE,17.200
134616,1557596,DMS_AdviaCentaur_2,DOSE,< 28.0
134617,1557597,DMS_AdviaCentaur_2,DOSE,2.480
134618,1557595,DMS_AdviaCentaur_2,DOSE,0.350
134619,1557621,DMS_AdviaCentaur_2,DOSE,0.080
134620,1557626,DMS_AdviaCentaur_2,DOSE,0.840
134621,1557625,DMS_AdviaCentaur_2,DOSE,2.470
134622,1557373,DMS_AdviaCentaur_3,DOSE,4.900
134623,1557627,DMS_AdviaCentaur_2,DOSE,5.509
134624,1557369,DMS_AdviaCentaur_3,DOSE,10.680
134625,1557667,DMS_AdviaCentaur_2,DOSE,135.500
134626,1557666,DMS_AdviaCentaur_2,DOSE,40.000
134627,1557379,DMS_AdviaCentaur_3,DOSE,14.600
134628,1557375,DMS_AdviaCentaur_3,DOSE,5.860
134629,1557404,DMS_AdviaCentaur_3,DOSE,11.400
134630,1557408,DMS_AdviaCentaur_3,DOSE,9.900
134631,1557368,DMS_AdviaCentaur_3,DOSE,8.200
134632,1557374,DMS_AdviaCentaur_3,DOSE,2.400
134633,1557401,DMS_AdviaCentaur_3,DOSE,3.400
134634,1557405,DMS_AdviaCentaur_3,DOSE,12.100
134635,1557567,DMS_AdviaCentaur_3,DOSE,4.200
134636,1557563,DMS_AdviaCentaur_3,DOSE,6.630
134637,1557706,DMS_AdviaCentaur_3,DOSE,3.760
134638,1557705,DMS_AdviaCentaur_3,DOSE,2.780
134639,1557692,DMS_AdviaCentaur_2,DOSE,< 28.0
134640,1557691,DMS_AdviaCentaur_2,DOSE,< 15.0
134641,1557694,DMS_AdviaCentaur_2,DOSE,< 28.0
134642,1557693,DMS_AdviaCentaur_2,DOSE,254.000
134643,1557709,DMS_AdviaCentaur_3,DOSE,8.610
134644,1557695,DMS_AdviaCentaur_2,DOSE,1.570
134645,1557708,DMS_AdviaCentaur_3,DOSE,0.350
134646,1557698,DMS_AdviaCentaur_2,DOSE,< 28.0
134647,1557697,DMS_AdviaCentaur_2,DOSE,< 15.0
134649,1557699,DMS_AdviaCentaur_2,DOSE,3.030
134650,1557696,DMS_AdviaCentaur_2,DOSE,0.129
134651,1557714,DMS_AdviaCentaur_3,DOSE,5.510
134652,1557901,DMS_AdviaCentaur_2,DOSE,64.840
134653,1557700,DMS_AdviaCentaur_2,DOSE,1.070
134654,1557713,DMS_AdviaCentaur_3,DOSE,15.320
134655,1557703,DMS_AdviaCentaur_2,DOSE,< 28.0
134656,1557702,DMS_AdviaCentaur_2,DOSE,15.300
134657,1557716,DMS_AdviaCentaur_3,DOSE,0.940
134658,1557704,DMS_AdviaCentaur_2,DOSE,2.550
134659,1557717,DMS_AdviaCentaur_3,DOSE,2.630
134660,1557701,DMS_AdviaCentaur_2,DOSE,3.920
134661,1557720,DMS_AdviaCentaur_3,DOSE,1.560
134662,1557725,DMS_AdviaCentaur_2,DOSE,1.200
134663,1557724,DMS_AdviaCentaur_2,DOSE,3.370
134664,1557726,DMS_AdviaCentaur_2,DOSE,0.142
134665,1557729,DMS_AdviaCentaur_2,DOSE,1.210
134666,1557728,DMS_AdviaCentaur_2,DOSE,3.060
134667,1557719,DMS_AdviaCentaur_3,DOSE,0.560
134668,1557562,DMS_AdviaCentaur_3,DOSE,2.400
134669,1557722,DMS_AdviaCentaur_3,DOSE,0.660
134670,1557735,DMS_AdviaCentaur_3,DOSE,2.350
134671,1557730,DMS_AdviaCentaur_2,DOSE,0.013
134672,1557737,DMS_AdviaCentaur_2,DOSE,1.170
134673,1557734,DMS_AdviaCentaur_3,DOSE,> 1650.00
134674,1557740,DMS_AdviaCentaur_2,DOSE,334.600
134675,1557733,DMS_AdviaCentaur_3,DOSE,0.560
134676,1557739,DMS_AdviaCentaur_2,DOSE,166.000
134677,1557741,DMS_AdviaCentaur_2,DOSE,3.130
134678,1557738,DMS_AdviaCentaur_2,DOSE,1.244
134679,1557752,DMS_AdviaCentaur_2,DOSE,8.790
134680,1557776,DMS_AdviaCentaur_2,DOSE,1.230
134681,1557753,DMS_AdviaCentaur_3,DOSE,8.500
134682,1557775,DMS_AdviaCentaur_2,DOSE,2.450
134683,1557754,DMS_AdviaCentaur_3,DOSE,9.740
134684,1557777,DMS_AdviaCentaur_2,DOSE,1.580
134685,1557770,DMS_AdviaCentaur_3,DOSE,43.510
134686,1557799,DMS_AdviaCentaur_3,DOSE,1.212
134687,1557784,DMS_AdviaCentaur_2,DOSE,0.960
134688,1557787,DMS_AdviaCentaur_2,DOSE,< 28.0
134689,1557798,DMS_AdviaCentaur_3,DOSE,2.692
134690,1557786,DMS_AdviaCentaur_2,DOSE,16.200
134691,1557797,DMS_AdviaCentaur_3,DOSE,0.285
134692,1557788,DMS_AdviaCentaur_2,DOSE,3.080
134693,1557807,DMS_AdviaCentaur_3,DOSE,10.560
134694,1557785,DMS_AdviaCentaur_2,DOSE,2.494
134695,1557789,DMS_AdviaCentaur_2,DOSE,1.250
134696,1557792,DMS_AdviaCentaur_2,DOSE,< 28.0
134697,1557810,DMS_AdviaCentaur_3,DOSE,28.170
134698,1557791,DMS_AdviaCentaur_2,DOSE,< 15.0
134699,1557815,DMS_AdviaCentaur_3,DOSE,3.990
134700,1557793,DMS_AdviaCentaur_2,DOSE,3.080
134701,1557814,DMS_AdviaCentaur_3,DOSE,83.960
134702,1557790,DMS_AdviaCentaur_2,DOSE,1.583
134703,1557796,DMS_AdviaCentaur_2,DOSE,15.350
134704,1557827,DMS_AdviaCentaur_2,DOSE,1.030
134705,1557813,DMS_AdviaCentaur_3,DOSE,1.660
134706,1557825,DMS_AdviaCentaur_2,DOSE,347.300
134707,1557826,DMS_AdviaCentaur_2,DOSE,2.410
134708,1557819,DMS_AdviaCentaur_3,DOSE,0.730
134709,1557824,DMS_AdviaCentaur_2,DOSE,2.861
134710,1557829,DMS_AdviaCentaur_2,DOSE,1.070
134711,1557818,DMS_AdviaCentaur_3,DOSE,> 100.00
134712,1557832,DMS_AdviaCentaur_2,DOSE,> 1300.0
134713,1557831,DMS_AdviaCentaur_2,DOSE,16.300
134714,1557833,DMS_AdviaCentaur_2,DOSE,3.200
134715,1557822,DMS_AdviaCentaur_3,DOSE,3.050
134716,1557823,DMS_AdviaCentaur_3,DOSE,1.700
134717,1557830,DMS_AdviaCentaur_2,DOSE,1.281
134718,1557828,DMS_AdviaCentaur_3,DOSE,11.030
134719,1557834,DMS_AdviaCentaur_2,DOSE,1.030
134720,1557849,DMS_AdviaCentaur_3,DOSE,3.490
134721,1557837,DMS_AdviaCentaur_2,DOSE,< 28.0
134722,1557836,DMS_AdviaCentaur_2,DOSE,21.200
134723,1557848,DMS_AdviaCentaur_3,DOSE,626.410
134724,1557838,DMS_AdviaCentaur_2,DOSE,2.810
134725,1557835,DMS_AdviaCentaur_2,DOSE,1.398
134726,1557847,DMS_AdviaCentaur_3,DOSE,2.860
134727,1557840,DMS_AdviaCentaur_2,DOSE,0.930
134728,1557839,DMS_AdviaCentaur_2,DOSE,2.470
134729,1557841,DMS_AdviaCentaur_2,DOSE,1.191
134730,1557843,DMS_AdviaCentaur_2,DOSE,1.210
134731,1557868,DMS_AdviaCentaur_3,DOSE,6.790
134732,1557842,DMS_AdviaCentaur_2,DOSE,2.850
134733,1557844,DMS_AdviaCentaur_2,DOSE,0.353
134734,1557867,DMS_AdviaCentaur_3,DOSE,0.860
134735,1557873,DMS_AdviaCentaur_2,DOSE,< 28.0
134736,1557893,DMS_AdviaCentaur_2,DOSE,0.910
134737,1557885,DMS_AdviaCentaur_3,DOSE,4.020
134738,1557891,DMS_AdviaCentaur_2,DOSE,30.300
134739,1557889,DMS_AdviaCentaur_3,DOSE,7.660
134740,1557892,DMS_AdviaCentaur_2,DOSE,2.740
134741,1557894,DMS_AdviaCentaur_3,DOSE,30.060
134742,1557890,DMS_AdviaCentaur_2,DOSE,0.535
134743,1557707,DMS_AdviaCentaur_3,DOSE,113.840
134744,1557710,DMS_AdviaCentaur_3,DOSE,6.440
134746,1557715,DMS_AdviaCentaur_3,DOSE,> 700.00
134747,1557721,DMS_AdviaCentaur_3,DOSE,13.500
134748,1557988,DMS_AdviaCentaur_3,DOSE,182.300
134749,1557909,DMS_AdviaCentaur_3,DOSE,1838.690
134750,1557723,DMS_AdviaCentaur_3,DOSE,2027.700
134751,1557736,DMS_AdviaCentaur_3,DOSE,6.400
134752,1557732,DMS_AdviaCentaur_3,DOSE,4.810
134753,1557910,DMS_AdviaCentaur_3,DOSE,195.510
134754,1557911,DMS_AdviaCentaur_3,DOSE,1.140
134755,1557816,DMS_AdviaCentaur_3,DOSE,5.600
134756,1557812,DMS_AdviaCentaur_3,DOSE,33.770
134757,1557820,DMS_AdviaCentaur_3,DOSE,13.400
134758,1557821,DMS_AdviaCentaur_3,DOSE,5.500
134760,1557718,DMS_AdviaCentaur_3,DOSE,4.400
134761,1557850,DMS_AdviaCentaur_3,DOSE,14.400
134762,1557846,DMS_AdviaCentaur_3,DOSE,10.270
134763,1557921,DMS_AdviaCentaur_3,DOSE,1.900
134764,1557731,DMS_AdviaCentaur_3,DOSE,15.400
134765,1557914,DMS_AdviaCentaur_2,DOSE,1.380
134766,1557920,DMS_AdviaCentaur_3,DOSE,131.910
134767,1557869,DMS_AdviaCentaur_3,DOSE,13.300
134768,1557913,DMS_AdviaCentaur_2,DOSE,3.850
134769,1557915,DMS_AdviaCentaur_2,DOSE,2.015
134770,1557919,DMS_AdviaCentaur_3,DOSE,0.700
134771,1557916,DMS_AdviaCentaur_2,DOSE,8.240
134772,1557923,DMS_AdviaCentaur_2,DOSE,1.140
134773,1557925,DMS_AdviaCentaur_2,DOSE,3.040
134774,1557924,DMS_AdviaCentaur_2,DOSE,1.631
134775,1557934,DMS_AdviaCentaur_2,DOSE,0.960
134776,1557932,DMS_AdviaCentaur_2,DOSE,< 28.0
134777,1557933,DMS_AdviaCentaur_2,DOSE,3.210
134778,1557931,DMS_AdviaCentaur_2,DOSE,1.095
134779,1557948,DMS_AdviaCentaur_2,DOSE,1.090
134780,1557946,DMS_AdviaCentaur_2,DOSE,> 1300.0
134781,1557975,DMS_AdviaCentaur_3,DOSE,29.480
134782,1557947,DMS_AdviaCentaur_2,DOSE,2.480
134783,1557945,DMS_AdviaCentaur_2,DOSE,3.934
134784,1557954,DMS_AdviaCentaur_2,DOSE,1.420
134785,1557980,DMS_AdviaCentaur_3,DOSE,0.830
134786,1557957,DMS_AdviaCentaur_2,DOSE,< 28.0
134787,1557956,DMS_AdviaCentaur_2,DOSE,24.000
134788,1557811,DMS_AdviaCentaur_3,DOSE,3.800
134789,1557958,DMS_AdviaCentaur_2,DOSE,3.370
134790,1557959,DMS_AdviaCentaur_3,DOSE,85240.800
134791,1557955,DMS_AdviaCentaur_2,DOSE,0.782
134792,1557817,DMS_AdviaCentaur_3,DOSE,6.800
134794,1557845,DMS_AdviaCentaur_3,DOSE,2.500
134795,1557866,DMS_AdviaCentaur_3,DOSE,5.400
134796,1558016,DMS_AdviaCentaur_2,DOSE,7.180
134797,1558018,DMS_AdviaCentaur_2,DOSE,1.330
134798,1558017,DMS_AdviaCentaur_2,DOSE,4.100
134799,1558019,DMS_AdviaCentaur_2,DOSE,1.294
134800,1557912,DMS_AdviaCentaur_3,DOSE,631.050
134801,1558023,DMS_AdviaCentaur_2,DOSE,1.160
134802,1558021,DMS_AdviaCentaur_2,DOSE,< 28.0
134803,1558022,DMS_AdviaCentaur_2,DOSE,3.040
134804,1558020,DMS_AdviaCentaur_2,DOSE,1.026
134805,1558025,DMS_AdviaCentaur_2,DOSE,0.990
134806,1558024,DMS_AdviaCentaur_2,DOSE,3.110
134807,1558026,DMS_AdviaCentaur_2,DOSE,0.011
134808,1558029,DMS_AdviaCentaur_3,DOSE,10.670
134809,1558028,DMS_AdviaCentaur_3,DOSE,1.900
134810,1558032,DMS_AdviaCentaur_3,DOSE,1.550
134811,1558031,DMS_AdviaCentaur_3,DOSE,1.290
134813,1557922,DMS_AdviaCentaur_3,DOSE,5.600
134814,1558046,DMS_AdviaCentaur_2,DOSE,1.090
134815,1558045,DMS_AdviaCentaur_2,DOSE,2.230
134816,1557918,DMS_AdviaCentaur_3,DOSE,16.570
134817,1558047,DMS_AdviaCentaur_2,DOSE,1.302
134818,1558049,DMS_AdviaCentaur_2,DOSE,1.190
134819,1558048,DMS_AdviaCentaur_2,DOSE,3.300
134820,1558050,DMS_AdviaCentaur_2,DOSE,0.513
134821,1558051,DMS_AdviaCentaur_2,DOSE,20.770
134822,1558052,DMS_AdviaCentaur_2,DOSE,12.000
134823,1557917,DMS_AdviaCentaur_3,DOSE,3.000
134824,1557995,DMS_AdviaCentaur_3,DOSE,55569.020
134825,1558030,DMS_AdviaCentaur_3,DOSE,18.490
134826,1558033,DMS_AdviaCentaur_3,DOSE,10.100
134827,1558063,DMS_AdviaCentaur_3,DOSE,6.890
134828,1558071,DMS_AdviaCentaur_2,DOSE,9.832
134830,1558081,DMS_AdviaCentaur_3,DOSE,0.000
134837,1558137,DMS_AdviaCentaur_2,DOSE,8.180
134867,1558265,DMS_AdviaCentaur_2,DOSE,< 4.20
134873,1558266,DMS_AdviaCentaur_3,DOSE,1.340
134875,1558271,DMS_AdviaCentaur_3,DOSE,12.610
134877,1558270,DMS_AdviaCentaur_3,DOSE,> 100.00
134895,1558732,DMS_AdviaCentaur_3,DOSE,0.390
134897,1558737,DMS_AdviaCentaur_3,DOSE,80.120
134899,1558736,DMS_AdviaCentaur_3,DOSE,0.840
134901,1558745,DMS_AdviaCentaur_3,DOSE,4.450
134903,1558750,DMS_AdviaCentaur_3,DOSE,223.290
134905,1558749,DMS_AdviaCentaur_3,DOSE,> 100.00
134907,1558701,DMS_AdviaCentaur_2,DOSE,0.000
134908,1558709,DMS_AdviaCentaur_2,DOSE,3.190
134909,1558707,DMS_AdviaCentaur_2,DOSE,1.220
134910,1558755,DMS_AdviaCentaur_2,DOSE,0.011
134911,1558708,DMS_AdviaCentaur_2,DOSE,2.445
134912,1558843,DMS_AdviaCentaur_2,DOSE,3.470
134913,1558841,DMS_AdviaCentaur_2,DOSE,1.100
134914,1558739,DMS_AdviaCentaur_2,DOSE,2.291
134915,1558740,DMS_AdviaCentaur_2,DOSE,3.180
134916,1558738,DMS_AdviaCentaur_2,DOSE,1.330
134917,1558842,DMS_AdviaCentaur_2,DOSE,2.167
134923,1559130,DMS_AdviaCentaur_2,DOSE,2.410
134926,1558798,DMS_AdviaCentaur_3,DOSE,0.240
134927,1558803,DMS_AdviaCentaur_3,DOSE,129.590
134928,1559232,DMS_AdviaCentaur_2,DOSE,1.430
134929,1558802,DMS_AdviaCentaur_3,DOSE,0.470
134930,1559234,DMS_AdviaCentaur_2,DOSE,3.310
134931,1559233,DMS_AdviaCentaur_2,DOSE,0.812
134933,1559251,DMS_AdviaCentaur_2,DOSE,0.136
134935,1559392,DMS_AdviaCentaur_2,DOSE,3.250
134936,1559390,DMS_AdviaCentaur_2,DOSE,1.320
134937,1559391,DMS_AdviaCentaur_2,DOSE,0.716
134938,1559438,DMS_AdviaCentaur_2,DOSE,0.050
134939,1559485,DMS_AdviaCentaur_2,DOSE,1.020
134940,1559487,DMS_AdviaCentaur_2,DOSE,3.010
134941,1559486,DMS_AdviaCentaur_2,DOSE,0.676
134942,1559556,DMS_AdviaCentaur_2,DOSE,0.000
134943,1559563,DMS_AdviaCentaur_2,DOSE,0.580
134944,1559568,DMS_AdviaCentaur_2,DOSE,1.610
134945,1559570,DMS_AdviaCentaur_2,DOSE,2.900
134946,1559569,DMS_AdviaCentaur_2,DOSE,2.695
134947,1559603,DMS_AdviaCentaur_2,DOSE,4.670
134948,1559604,DMS_AdviaCentaur_2,DOSE,14.130
134950,1559817,DMS_AdviaCentaur_2,DOSE,0.001
134951,1559841,DMS_AdviaCentaur_2,DOSE,1.530
134953,1559840,DMS_AdviaCentaur_2,DOSE,4.130
134954,1559842,DMS_AdviaCentaur_2,DOSE,0.045
134955,1559308,DMS_AdviaCentaur_3,DOSE,6.470
134956,1559884,DMS_AdviaCentaur_2,DOSE,1.770
134957,1559938,DMS_AdviaCentaur_2,DOSE,21.250
134958,1560008,DMS_AdviaCentaur_2,DOSE,1.110
134959,1560010,DMS_AdviaCentaur_2,DOSE,3.040
134961,1559313,DMS_AdviaCentaur_3,DOSE,18.880
134963,1560009,DMS_AdviaCentaur_2,DOSE,2.965
134971,1559312,DMS_AdviaCentaur_3,DOSE,0.000
134975,1559322,DMS_AdviaCentaur_3,DOSE,1.090
134982,1559327,DMS_AdviaCentaur_3,DOSE,55.220
134988,1560125,DMS_AdviaCentaur_2,DOSE,0.167
134990,1559326,DMS_AdviaCentaur_3,DOSE,4.130
134991,1560198,DMS_AdviaCentaur_2,DOSE,0.016
134992,1560222,DMS_AdviaCentaur_2,DOSE,1.030
134994,1560224,DMS_AdviaCentaur_2,DOSE,2.450
134995,1560223,DMS_AdviaCentaur_2,DOSE,4.140
134996,1560233,DMS_AdviaCentaur_2,DOSE,1.410
134998,1560292,DMS_AdviaCentaur_2,DOSE,0.014
134999,1558267,DMS_AdviaCentaur_3,DOSE,255.000
135000,1560312,DMS_AdviaCentaur_2,DOSE,1.710
135001,1560314,DMS_AdviaCentaur_2,DOSE,3.890
135002,1559553,DMS_AdviaCentaur_3,DOSE,92.360
135003,1560313,DMS_AdviaCentaur_2,DOSE,1.045
135004,1558269,DMS_AdviaCentaur_3,DOSE,28.460
135005,1560395,DMS_AdviaCentaur_2,DOSE,0.000
135006,1560877,DMS_AdviaCentaur_2,DOSE,1.090
135007,1560875,DMS_AdviaCentaur_2,DOSE,< 28.0
135008,1560874,DMS_AdviaCentaur_2,DOSE,15.300
135010,1560876,DMS_AdviaCentaur_2,DOSE,3.950
135011,1559843,DMS_AdviaCentaur_3,DOSE,7.570
135012,1560878,DMS_AdviaCentaur_2,DOSE,1.081
135013,1560927,DMS_AdviaCentaur_2,DOSE,4.620
135014,1560516,DMS_AdviaCentaur_3,DOSE,1.600
135015,1561027,DMS_AdviaCentaur_2,DOSE,2.300
135017,1561074,DMS_AdviaCentaur_2,DOSE,0.002
135018,1560515,DMS_AdviaCentaur_3,DOSE,4.403
135020,1561075,DMS_AdviaCentaur_2,DOSE,1.110
135021,1561077,DMS_AdviaCentaur_2,DOSE,3.400
135022,1560517,DMS_AdviaCentaur_3,DOSE,0.154
135024,1561076,DMS_AdviaCentaur_2,DOSE,1.730
135025,1561283,DMS_AdviaCentaur_2,DOSE,0.330
135026,1561089,DMS_AdviaCentaur_3,DOSE,2.370
135027,1561316,DMS_AdviaCentaur_2,DOSE,1.020
135029,1561094,DMS_AdviaCentaur_3,DOSE,113.540
135030,1561314,DMS_AdviaCentaur_2,DOSE,< 28.0
135032,1561313,DMS_AdviaCentaur_2,DOSE,< 15.0
135033,1561315,DMS_AdviaCentaur_2,DOSE,2.930
135035,1561317,DMS_AdviaCentaur_2,DOSE,1.348
135036,1561399,DMS_AdviaCentaur_2,DOSE,1.310
135038,1561408,DMS_AdviaCentaur_2,DOSE,0.940
135039,1561093,DMS_AdviaCentaur_3,DOSE,0.150
135041,1561436,DMS_AdviaCentaur_2,DOSE,0.001
135042,1561446,DMS_AdviaCentaur_2,DOSE,1.750
135044,1561117,DMS_AdviaCentaur_3,DOSE,1.275
135045,1561625,DMS_AdviaCentaur_2,DOSE,0.990
135046,1561623,DMS_AdviaCentaur_2,DOSE,< 28.0
135048,1561622,DMS_AdviaCentaur_2,DOSE,15.800
135049,1561624,DMS_AdviaCentaur_2,DOSE,2.320
135051,1561119,DMS_AdviaCentaur_3,DOSE,2.576
135052,1561118,DMS_AdviaCentaur_3,DOSE,1.345
135053,1561626,DMS_AdviaCentaur_2,DOSE,0.766
135054,1561746,DMS_AdviaCentaur_2,DOSE,1.190
135056,1561162,DMS_AdviaCentaur_3,DOSE,25.550
135057,1561748,DMS_AdviaCentaur_2,DOSE,2.970
135058,1558733,DMS_AdviaCentaur_3,DOSE,4.400
135059,1561747,DMS_AdviaCentaur_2,DOSE,1.587
135060,1561173,DMS_AdviaCentaur_3,DOSE,4.920
135061,1561769,DMS_AdviaCentaur_2,DOSE,1.190
135062,1558735,DMS_AdviaCentaur_3,DOSE,6.490
135063,1561771,DMS_AdviaCentaur_2,DOSE,2.820
135064,1561770,DMS_AdviaCentaur_2,DOSE,2.907
135065,1561842,DMS_AdviaCentaur_2,DOSE,1.130
135066,1561178,DMS_AdviaCentaur_3,DOSE,4.550
135067,1561840,DMS_AdviaCentaur_2,DOSE,< 28.0
135068,1558268,DMS_AdviaCentaur_3,DOSE,6.000
135069,1561841,DMS_AdviaCentaur_2,DOSE,3.180
135070,1561177,DMS_AdviaCentaur_3,DOSE,0.070
135071,1561843,DMS_AdviaCentaur_2,DOSE,2.967
135072,1561874,DMS_AdviaCentaur_2,DOSE,0.980
135073,1558746,DMS_AdviaCentaur_3,DOSE,50.700
135074,1561877,DMS_AdviaCentaur_2,DOSE,0.000
135079,1558748,DMS_AdviaCentaur_3,DOSE,26.800
135080,1562403,DMS_AdviaCentaur_2,DOSE,1.350
135081,1562401,DMS_AdviaCentaur_2,DOSE,< 28.0
135082,1562402,DMS_AdviaCentaur_2,DOSE,2.940
135083,1562404,DMS_AdviaCentaur_2,DOSE,0.856
135084,1558799,DMS_AdviaCentaur_3,DOSE,7.300
135085,1562509,DMS_AdviaCentaur_2,DOSE,1.200
135086,1562511,DMS_AdviaCentaur_2,DOSE,3.080
135087,1558801,DMS_AdviaCentaur_3,DOSE,14.680
135088,1562510,DMS_AdviaCentaur_2,DOSE,3.422
135089,1562571,DMS_AdviaCentaur_2,DOSE,0.980
135090,1562573,DMS_AdviaCentaur_2,DOSE,2.150
135091,1562572,DMS_AdviaCentaur_2,DOSE,7.636
135092,1562619,DMS_AdviaCentaur_2,DOSE,13.510
135094,1562648,DMS_AdviaCentaur_2,DOSE,7.640
135095,1562650,DMS_AdviaCentaur_2,DOSE,1.170
135097,1562649,DMS_AdviaCentaur_2,DOSE,4.060
135099,1562651,DMS_AdviaCentaur_2,DOSE,2.099
135100,1562676,DMS_AdviaCentaur_2,DOSE,0.890
135102,1562678,DMS_AdviaCentaur_2,DOSE,3.250
135103,1562677,DMS_AdviaCentaur_2,DOSE,0.739
135104,1562536,DMS_AdviaCentaur_3,DOSE,441.450
135105,1562737,DMS_AdviaCentaur_2,DOSE,7.710
135107,1562642,DMS_AdviaCentaur_3,DOSE,4.610
135108,1562884,DMS_AdviaCentaur_2,DOSE,1.280
135109,1562886,DMS_AdviaCentaur_2,DOSE,3.230
135110,1562885,DMS_AdviaCentaur_2,DOSE,0.326
135111,1558734,DMS_AdviaCentaur_3,DOSE,2.900
135112,1562647,DMS_AdviaCentaur_3,DOSE,89.760
135113,1562936,DMS_AdviaCentaur_2,DOSE,10.230
135115,1562646,DMS_AdviaCentaur_3,DOSE,0.000
135117,1558747,DMS_AdviaCentaur_3,DOSE,50.700
135119,1562698,DMS_AdviaCentaur_3,DOSE,2.610
135120,1563003,DMS_AdviaCentaur_2,DOSE,< 28.0
135121,1563002,DMS_AdviaCentaur_2,DOSE,< 15.0
135123,1562703,DMS_AdviaCentaur_3,DOSE,20.510
135124,1562702,DMS_AdviaCentaur_3,DOSE,2.990
135125,1563046,DMS_AdviaCentaur_2,DOSE,< 28.0
135126,1563045,DMS_AdviaCentaur_2,DOSE,< 15.0
135127,1559309,DMS_AdviaCentaur_3,DOSE,5.700
135128,1563089,DMS_AdviaCentaur_2,DOSE,1.850
135129,1563141,DMS_AdviaCentaur_2,DOSE,1.740
135130,1562756,DMS_AdviaCentaur_3,DOSE,0.961
135131,1563143,DMS_AdviaCentaur_2,DOSE,2.820
135132,1562758,DMS_AdviaCentaur_3,DOSE,1.201
135133,1563142,DMS_AdviaCentaur_2,DOSE,1.130
135134,1562757,DMS_AdviaCentaur_3,DOSE,0.605
135135,1563240,DMS_AdviaCentaur_2,DOSE,1.280
135136,1562923,DMS_AdviaCentaur_3,DOSE,2.220
135137,1563242,DMS_AdviaCentaur_2,DOSE,3.140
